PassengerID,PassengerName,MemberStatus,Age,Gender,AmountSpent,Address,ContactTitle,Phone
10435,Christopher Chou,Gold,,M,1100.40,545 Orchard Road 05-12 Far East Shopping Centre Singapore 238882,Mr,91091077
10436,Enid Poon,Gold,,F,973.70,Tampines 1c Tampines Industrial St 61 Singapore 528750,Ms,92219494
10437,Maxine Lui,Bronze,,F,222.00,53 Genting Lane Parpia House Singapore 349561,Ms,90935335
10438,Christopher Woon,Silver,,M,308.40,35 Selegie Road Parklane Shopping Mall Singapore 188307,Mr,90717950
10439,Donald Qiu,Bronze,,M,166.20,74 Senoko Drive Singapore 758241,Mr,93674916
10440,Alexander Xia,Gold,,M,1165.70,138 Robinson Road #15-00 The Corporate Office Singapore 68906,Mr,86138650
10441,Eva Peh,Bronze,,F,145.00,38 Tagore Lane Singapore 787488,Ms,88674326
10442,Jennifer Sim,Silver,,F,221.40,Hdb Bishan 130 Bishan Street 12 #09-237 Singapore 570130,Ms,88498416
10443,Ivor Lian,Bronze,,M,261.30,31 Marsiling Drive 01-325 Singapore 730031,Mr,93443799
10444,Natalie Liao,Gold,,F,1156.90,Product Purchases Potong Pasir Ave 1 Singapore 350101,Ms,90215991
10445,Edith Sin,Silver,,F,413.20,971 Upper Changi Rd North Singapore 507668,Ms,87538993
10446,Stephen Tu,Silver,,M,355.10,"1 North Bridge Road, #21-04, High Street Centre Singapore 179094",Mr,91564159
10447,Annie Sim,Bronze,,F,50.50,5001 Beach Road #06-03 Golden Mile Complex Singapore 199588,Ms,89662039
10448,Cynthia Cheah,Bronze,,F,201.90,"No. 23 Peck Seah Street #01-120, Office Bty The Park Singapore 79313",Ms,88679167
10449,Noel Quek,Bronze,,M,132.10,218 Pandan Loop Singapore 128408,Mr,89810981
10450,Ethel Oo,Bronze,,F,113.20,171 Marina Square Singapore 39594,Ms,86431310
10451,Lynne Yap,Gold,,F,834.60,194 Pandan Loop #07-15 Pantech Industrial Complex Singapore 128383,Ms,88950860
10452,Catherine Zhang,Silver,,F,305.40,2022 Bukit Batok Street 23 01-166  Singapore 659527,Ms,89155305
10453,Howard Meng,Silver,,M,310.00,"Blk 685 Hougang Street 61, #01-160 Singapore 530685",Mr,88689875
10454,Akshay Basu,Silver,,M,463.30,26 Kallang Place #03-09 Singapore 339157,Mr,92666021
10455,Julie Tang,Silver,,F,390.40,480 Lorong 6 Toa Payoh Atrium 4th Storey Hdb Hub Singapore 310480,Ms,92826811
10456,Roger Ling,Bronze,,M,99.30,320 Serangoon Road #04-36 Serangoon Plaza Singapore 218108,Mr,87210923
10457,Martin Ding,Bronze,,M,25.60,21 Choa Chu Kang Nth 6 #B1-23 Yew Tee Point  Singapore 689578,Mr,93738412
10458,Francesca Zhang,Bronze,,F,228.80,28 Ayer Rajah Crescent #05-01  Singapore 139959,Ms,90799762
10459,Bruce Heng,Gold,,M,1050.70,7 Kaki Bukit Road 1 04-07 Singapore 415937,Mr,89583783
10460,Michael Han,Bronze,,M,119.70,222 Tagore Lane #01-11 Singapore 787603,Mr,93684549
10461,Martin Tun,Silver,,M,422.40,"Oud Metha Road, Dubai Singapore 211169",Mr,88987991
10462,Eric Chan,Silver,,M,547.80,Henley Industrial Building 22a Lim Teck Boo Road #04-05 Singapore 537002,Mr,93610481
10463,Darren Chew,Gold,,M,903.00,219 Yishun Street 21 #04-387 Singapore 760219,Mr,87687682
10464,Muriel Khoo,Silver,,F,405.30,7 Jln Hikayat Singapore 769852,Ms,91814986
10465,Phillip Lay,Bronze,,M,76.10,"150 South Bridge Road Fook Hai Building, #02-14 Singapore 58727",Mr,91013199
10466,Wayne Wang,Silver,,M,593.40,1 Jln Hari Raya Singapore 578093,Mr,87698222
10467,Roy Duan,Silver,,M,699.30,2 Senang Cres Singapore 416576,Mr,92615257
10468,Jay Ou,Gold,,M,837.60,Woodlands Singapore 730000,Mr,88174466
10469,Tracey Chia,Silver,,F,410.20,1003 Toa Payoh Industrial Park 07-1513 Singapore 319075,Ms,87343481
10470,Harold Pan,Silver,,M,253.50,Block 2022 Bukit Batok Street 23 #04-174  Singapore 659527,Mr,91923663
10471,Mary Ting,Gold,,F,781.10,"22, Third Lok Yang Rd Singapore 628013",Ms,86363812
10472,Donald Mok,Bronze,,M,204.40,2 Taman Nakhoda  Singapore 257743,Mr,88055419
10473,Sarah Shu,Bronze,,F,221.60,Signode 2 Joo Koon Circle Singapore 629031,Ms,88406826
10474,Constance Hwang,Bronze,,F,193.70,64 Namly Place Singapore 267208,Ms,87949317
10475,Kathryn Wong,Gold,,F,1163.70,Loyang Point 258 Pasir Ris Street 21 #03-311 Singapore 510258,Ms,86364978
10476,Derrick Wee,Bronze,,M,173.50,6 Battery Road #30-00 Six Batteryroad Building Singapore 49909,Mr,91924886
10477,Joanne Han,Silver,,F,556.80,"2, Senoko Cres Singapore 758259",Ms,86643834
10478,Victor Chu,Gold,,M,1187.80,Block 509b Wellington Circle Singapore 752509,Mr,86248015
10479,Tony Soh,Silver,,M,386.70,1014 Geylang Avenue 3 04-218 Singapore 389729,Mr,93412056
10480,Lewis Guo,Bronze,,M,117.00,"203 Henderson Road, 10-06 S Singapore 159547",Mr,91441031
10481,Jean Win,Gold,,F,852.10,Siong Bee Industries 8 Benoi Road Singapore 629883,Ms,93138083
10482,Sylvia Wei,Gold,,F,522.50,111 North Bridge Rd 05-06 Peninsular Plaza Singapore 179098,Ms,86499341
10483,Lauren Shu,Bronze,,F,137.60,135 Joo Seng Rd #03-01 Singapore 368363,Ms,93372415
10484,Timothy Xie,Silver,,M,505.60,28 Jalan Shaer Singapore 769374,Mr,91356128
10485,Lynda Ngai,Gold,,F,642.30,3017 Bedok Nth St 5 #04-03 Singapore 486121,Ms,91063511
10486,Beatrice Kang,Silver,,F,205.00,50 Kallang Ave 09-00 Nobel Corporation Building Singapore 339505,Ms,88691265
10487,Bethany Gong,Gold,,F,1166.80,8 Kaki Bukit Road 2 02-10 Ruby Warehouse Complex Singapore 417841,Ms,93746518
10488,Katie Pang,Silver,,F,289.80,275 Thomson Road Singapore 307645,Ms,89052652
10489,Melvyn Leung,Bronze,,M,39.60,2 Balestier Road 04-697 Singapore 320002,Mr,86328414
10490,Judith Tse,Bronze,,F,86.10,164 Kallang Way 02-32 Singapore 349248,Ms,92486447
10491,Kathleen Ming,Gold,,F,1239.70,33 Jalan Afifi #07-13 Eton House Singapore 409180,Ms,90138965
10492,Ishan Dora,Bronze,,M,72.50,8 Balmoral Cres #04-00 Singapore 259928,Mr,89767569
10493,Uma Wason,Silver,,F,348.60,"35 Tannery Rd 07-03 Ruby Indl Cplx, Tannery Blk, Singapore 347740",Ms,86197794
10494,Maureen Zhang,Gold,,F,1008.20,168 Punggol Field 02-08d Singapore 820168,Ms,93259958
10495,Christine Sim,Bronze,,F,85.60,Jurong Point 1 Jurong West Central 2 #03-42 Singapore 648886,Ms,93527787
10496,Joan Low,Bronze,,F,94.60,3016 Bedok North Avenue 4 07-04 Eastech Singapore 489947,Ms,93959489
10497,Betty Tan,Gold,,F,842.30,Telok Blangah House 52 Telok Blangah Road #02-13 Singapore 98829,Ms,87160007
10498,Jenny Kum,Bronze,,F,128.50,"Blk 18 Jalan Membina, #01-05 Singapore 164018",Ms,90730393
10499,Rachel Peng,Gold,,F,667.50,950 Jurong West Street 91 02-637 Singapore 640950,Ms,91920789
10500,Stanley Loh,Gold,,M,820.10,Hys Enterprises Pte Ltd 11 Sungei Kadut Way Singapore 728774,Mr,88549774
10501,Alan Weng,Gold,,M,833.70,"Blk 26a Chai Chee Road, #01-389 Singapore 461026",Mr,91918630
10502,Joseph Leong,Silver,,M,257.80,Hdb-Bedok 89 Bedok North Street 4 #01-107 Singapore 460089,Mr,90484051
10503,Charlotte Chou,Bronze,,F,103.20,3 Pioneer Sector Lane Singapore 628322,Ms,87565102
10504,Francis Choong,Bronze,,M,196.80,"118 Joo Chiat Road ,05-04 Singapore 520305",Mr,92754322
10505,John Zhai,Silver,,M,625.80,25 Anderson Rd #01-05  Singapore 259986,Mr,92651447
10506,Michael Soo,Bronze,,M,91.80,16 Raffles Quay #34-04 Hong Leong Building Singapore 48581,Mr,87936435
10507,Ralph So,Gold,,M,601.50,"29, Hillview Singapore 650156",Mr,92248227
10508,Elizabeth Ng,Bronze,,F,34.10,"Textile Centre #10-11, 200 Jalan Sultan, Singapore 199018",Ms,91136022
10509,Maurice Choy,Gold,,M,1276.60,292 Joo Chiat Rd Singapore 427544,Mr,88216237
10510,Terry Hong,Silver,,M,451.40,181 Ubi Avenue 4 Evan Lim Warehouse Singapore 408794,Mr,93790973
10511,Michele Heng,Bronze,,F,0.10,1 Park Road #03-62 People's Park Complex Singapore 59108,Ms,86254013
10512, Amara Doctor,Bronze,,F,170.60,1013 Geylang East Avenue 3 #06-110 Singapore 389728,Ms,88198135
10513,Frank Low,Silver,,M,316.20,93 Toa Payoh Central #06-01 Singapore 319194,Mr,92679164
10514,Damian Lau,Bronze,,M,235.40,1 Netheravon Road Singapore 508502,Mr,90519676
10515,William Qu,Gold,,M,980.10,"9 Pasir Panjang Road, #01-132 Singapore 110009",Mr,86607339
10516,Aimee Xia,Bronze,,F,263.70,65a Jalan Tenteram #07-08/12 St. Michael Industrial Estate Singapore 328958,Ms,92519445
10517,Maria Chiu,Silver,,F,626.90,14 Scotts Road #03-96 Far East Plaza Singapore 228213,Ms,88426536
10518,Jay Bera,Gold,,M,788.30,32 Maxwell Road #03-10 White House Singapore 69115,Mr,86893146
10519,Rose Ong,Silver,,F,479.30,141 Cecil Street #07-04 Tung Ann Association Building Singapore 69541,Ms,90652353
10520,Eileen Jung,Silver,,F,654.30,5 Depot Road #05-06 Tower B Defence Technology Towres Singapore 109681,Ms,90506588
10521,Joy Xia,Silver,,F,661.80,3 Shenton Way 18-02 Shenton House Singapore 68805,Ms,90011039
10522,Joseph Toh,Bronze,,M,120.10,403 Sin Ming Avenue #01-309 Singapore 570403,Mr,93443475
10523,Daniel Xu,Gold,,M,1132.40,58 Senoko Road Singapore 758122,Mr,89437868
10524,Danny Xue,Silver,,M,421.40,456 Alexandra Rd #11-03 Nol Bldg  Singapore 119962,Mr,88718290
10525,Megan Tan,Silver,,F,241.40,680 North Bridge Road Singapore 188807,Ms,89096305
10526,Connor Lau,Bronze,,M,285.20,125 Upper Paya Lebar Road Singapore 534838,Mr,87493014
10527,Martyn Hao,Bronze,,M,190.80,80 Marine Parade Road Singapore 449269,Mr,90843503
10528,Edwin Kum,Bronze,,M,295.20,"Blk 634 Veerasamy Road, 19-140 Singapore 200634",Mr,88121585
10529,Catherine Lim,Gold,,F,1490.70,11 East Coast Rd #01-09 Singapore 428722,Ms,93691219
10530,Timothy Chong,Bronze,,M,267.90,Afpn 1255 1078 East Camp Road #01-00 Singapore 797783,Mr,87506035
10531,Aaron Hou,Silver,,M,679.60,115 Airport Cargo Rd #08-01 Cargo Agents Bldg C  Singapore 819466,Mr,89209398
10532,Owen Tu,Bronze,,M,208.90,194 Pandan Loop #04-25 Singapore 128383,Mr,90206639
10533,Harry Xin,Bronze,,M,92.30,Gillman Village 9 Lock Road #01-02 Singapore 108937,Mr,89994426
10534,Jennifer Leow,Silver,,F,497.80,Shaw Towers 100 Beach Road #23-08 Singapore 189702,Ms,89801437
10535,George Xue,Gold,,M,1279.40,3025 Ubi Road 3 03-129 Singapore 408653,Mr,93871175
10536,Julie Fang,Gold,,F,1053.60,150 Cecil Street #09-01 Singapore 69543,Ms,89166190
10537,Bessie Ng,Silver,,F,357.70,177 Toa Payoh Central 03-142 Singapore 310177,Ms,86251851
10538,Stuart Neo,Bronze,,M,149.40,11 Tuas Avenue 10 Singapore 639135,Mr,92308970
10539,Lorraine Toh,Bronze,,F,268.00,9 Battery Road 21-00 Straits Trading Building Singapore 49910,Ms,91806339
10540,Josh Liu,Gold,,M,1475.70,"Blk 12 Lorong Bakar Batu, , 04-01 Kolam Ayer Indusrial Estate Singapore 348745",Mr,89787732
10541,Edna Yue,Gold,,F,1177.30,"Blk 119 Aljunied Avenue 2, #01-62 Singapore 380119",Ms,91482903
10542,Nora Lim,Bronze,,F,241.80,Funan The Digitalife Mall 109 North Bridge Road #03-36 Singapore 179097,Ms,91094582
10543,Clifford Hwang,Silver,,M,368.30,7a Circular Road Singapore 49363,Mr,92701560
10544,Jesse Ye,Gold,,M,695.60,10 Anson Road #05-16 International Plaza Singapore 79903,Mr,91760943
10545,Steven Lau,Gold,,M,578.20,373a Serangoon Road Singapore 218121,Mr,88049710
10546,Daniel Yuen,Silver,,M,218.80,Aia Alexandra 371 Alexandra Road #02-15 Singapore 159963,Mr,88759312
10547,Kalidas Bhalla,Silver,,M,334.80,Mactech Industrial Building 2 Kallang Pudding Road #05-15 Singapore 349307,Mr,89232933
10548,Terry Cheong,Gold,,M,1469.80,131 Jurong East Street 13 #03-241 Singapore 600131,Mr,87200101
10549,Violet Chong,Bronze,,F,250.20,166 Bukit Merah Central 01-3531 Singapore 150166,Ms,89906165
10550,Julian Ren,Bronze,,M,287.80,Miyoshi Precision 5 Second Chin Bee Road Singapore 618772,Mr,93422022
10551,Helen Mo,Silver,,F,589.10,Hdb Bedok 717 Bedok Reservoir Road #01-K1 Singapore 470717,Ms,90768101
10552,Julia Goh,Gold,,F,1456.30,9 Defu Lane 4 Singapore 539413,Ms,86375995
10553,Richard Seah,Silver,,M,426.50,Hdb Bedok 122 Bedok North Street 2 #01-120 Singapore 460122,Mr,91904815
10554,Leslie Gan,Bronze,,M,25.00,35 Selegie Road #10-02 Parklane Shopping Mall Singapore 188307,Mr,89245808
10555,Doris Lim,Bronze,,F,18.00,"1 Maritime Square, #10-22 Singapore 99253",Ms,93219589
10556,Frances Zhong,Silver,,F,538.30,7 Sungei Kadut Street 3 Singapore 729142,Ms,89917225
10557,Edwin Chua,Bronze,,M,53.10,"450 Lorong 6 Toa Payoh, #01-01 Singapore 319394",Mr,91022509
10558,Alfred Yin,Silver,,M,438.80,33 Allanbrooke Road Sentosa Singapore 99981,Mr,87323995
10559,Lucy Choy,Gold,,F,780.50,18 Kaki Bukit Road 3 04-06 Singapore 415978,Ms,86803867
10560,Doreen Tu,Gold,,F,1117.10,64d Kallang Pudding Road #10-00 Singapore 349323,Ms,86249858
10561,Shane Chan,Bronze,,M,263.50,333a Orchard Road #01-18 Mandarin Gallery Singapore 238897,Mr,93040476
10562,Chelsea Neo,Silver,,F,226.60,"163 Tanglin Road, #02-K2 Singapore 247933",Ms,87998275
10563,Sharon Chew,Bronze,,F,224.00,21 Yung Ho Road#02-02 Singapore 618593,Ms,88592405
10564,Marion Han,Silver,,F,640.60,238a Thomson Road 25-09 Novena Square Singapore 307684,Ms,87822597
10565,Mahendra Sekhon,Silver,,M,463.70,9 Raffles Place #19-08/ #20-00 Republic Plaza Singapore 48619,Mr,87941243
10566,George Kan,Bronze,,M,177.60,20 Upper Circular Road #01-19 The Riverwalk Singapore 58416,Mr,88211367
10567,Jonathan Lau,Silver,,M,317.90," 726 Clementi West Street 2 #01-151 , S Singapore 120726",Mr,90452780
10568,Jean Li,Gold,,F,503.40,22 Lorong 21a Geylang Singapore 388431,Ms,92513918
10569,Tony Shao,Silver,,M,296.50,Upper Chin Swee Road Singapore 733788,Mr,89457091
10570,John Kwek,Gold,,M,924.20,6 Battery Road 31-00 Six Battery Road Building Singapore 49909,Mr,90888731
10571,Maud Han,Silver,,F,510.90,46 Easter Coast Road 08-06 East Gate Singapore 428766,Ms,86574593
10572,Grace Gan,Gold,,F,1183.40,"13 Pasir Panjang Road, Wholesale Centre #01-600 Singapore 110013",Ms,88658153
10573,Joel Woo,Gold,,M,1144.50,"211 Holland Ave, , 02-25 Holland Shopping Centre Singapore 278967",Mr,88030404
10574,Jean Hao,Gold,,F,1119.40,1 Finlayson Green #13-00 Singapore 49246,Ms,93423154
10575,Reginald Xin,Gold,,M,1138.10,328 North Bridge Rd #03-09 Raffles Shopping Arcade  Singapore 188719,Mr,93297035
10576,Charles Chang,Bronze,,M,245.20,9 Third Lok Yang Rd Singapore 628004,Mr,92243491
10577,Christine Leng,Silver,,F,413.90,50 Kallang Avenue #01-01a Noel Corporate Building Singapore 339505,Ms,93178231
10578,Jane Heng,Silver,,F,443.90,56 New Upper Changi Road #01-1292 Singapore 461056,Ms,90197755
10579,Clive Qian,Silver,,M,416.80,International 4 Jalan Ampas 4-03 Singapore 329727,Mr,93319417
10580,Clifford Koh,Silver,,M,485.90,3 International Business Park #07-15 Nordic European Centre Singapore 609927,Mr,91880935
10581,Marlene Jing,Gold,,F,910.90,170 Upper Bukit Timah Road 02-51 Bukit Timah Shopping Centre Singapore 588179,Ms,89029021
10582,Edward Zhang,Silver,,M,569.20,"Blk 49 Sims Place, #01-55 Singapore 380049",Mr,89304937
10583,Alex Yeoh,Bronze,,M,217.40," 01-18, Roxy Square Singapore 428769",Mr,89257892
10584,Nellie Lim,Bronze,,F,0.20,2019 Bukit Batok Street 23 #03-264 Singapore 659524,Ms,86750449
10585,Frances Phua,Gold,,F,1489.30,Golden Mile Tower 6001 Beach Road #01-02 Singapore 199589,Ms,90420936
10586,Margaret Tanaka,Bronze,,F,99.60,"170 Upper Bukit Timah Road, #05-32 Singapore 588179",Ms,86655268
10587,Neville Chong,Silver,,M,386.00,192 Pandan Loop #04-15 Singapore 128381,Mr,89099209
10588,May Lau,Silver,,F,352.60,34 Craig Road #B1-11 Chinatown Plaza Singapore 89673,Ms,91395025
10589,James Chong,Bronze,,M,62.00,66 Lorong 4 Toa Payoh #01-327 Singapore 310066,Mr,91817863
10590,Walter Seah,Bronze,,M,247.00,3 Pioneer Sec 3 #1m-03 Jurong Districentre  Singapore 628342,Mr,91377288
10591,Norman Seet,Gold,,M,685.70,Sis Building 4 Leng Kee Road #03-07 Singapore 159088,Mr,91913904
10592,Ryan Shin,Silver,,M,363.70,85 Science Park Drive #01-01 The Cavendish Singapore 118259,Mr,87563056
10593,Ellen Mai,Silver,,F,574.40,1013 Geylang East Ave 3 #05-120 Singapore 389728,Ms,86967118
10594,Allan Tai,Bronze,,M,66.40,30 Victoria St #B1-03 Singapore 187996,Mr,91614947
10595,Noor Barakat,Gold,,F,1187.90,20 Up Circular Rd #01-06 The Riverwalk  Singapore 58416,Ms,93171155
10596,Julian Han,Bronze,,M,9.90,14a Upper Cross Street Singapore 58330,Mr,91109555
10597,Thomas Cheung,Gold,,M,1457.70,111 North Bridge Road Singapore 179098,Mr,92561957
10598,Adrian Zeng,Bronze,,M,175.10,1 Jln Anak Bukit #02-08 Singapore 588996,Mr,91894053
10599,Jason Hang,Silver,,M,444.00,435 Orchard Road 04-27 Wisma Atria Singapore 238877,Mr,91380695
10600,Adrian Soe,Bronze,,M,170.20,St 72 Lorong Semangka Singapore 690000,Mr,90444245
10601,Gail Sun,Gold,,F,716.00,Tampines Singapore,Ms,90323996
10602,Dorothy Kee,Gold,,F,1055.10,Simei Singapore,Ms,93124721
10603,Francis Zhu,Silver,,M,466.70,Pasir Ris Singapore,Mr,86053737
10604,Monica Lay,Bronze,,F,272.10,Loyang Singapore,Ms,92223927
10605,Martha Jain,Silver,,F,573.40,Bedok Singapore,Ms,87039374
10606,Timothy Aung,Silver,,M,590.80,Chai Chee Singapore,Mr,91924629
10607,Neville Gao,Bronze,,M,266.10,Ubi Singapore,Mr,89528238
10608,Nicola Mak,Bronze,,F,298.80,Bedok South Singapore,Ms,92122860
10609,Leah Lim,Bronze,,F,114.30,Bedok North Singapore,Ms,90072224
10610,Harry Tse,Silver,,M,647.30,Eunos Singapore,Mr,88881819
10611,Lillian Lim,Bronze,,F,88.70,Tampines West Singapore,Ms,87330637
10612,Dale Naing,Silver,,M,603.70,Tampines East Singapore,Mr,88450943
10613,Rose Lai,Bronze,,F,93.50,Tampines Central Singapore,Ms,88635700
10614,Robin Seow,Gold,,M,1313.80,McPherson Singapore,Mr,92659112
10615,Monica Jiang,Silver,,F,364.30,Upper Serangoon Singapore,Ms,90881415
10616,Enid Lan,Gold,,F,1366.80,Serangoon North Singapore,Ms,88286877
10617,Neil Lai,Silver,,M,428.60,Serangoon Singapore,Mr,88642529
10618,Ellen Seo,Gold,,F,1037.80,Pungol Singapore,Ms,91918563
10619,Helen Chen,Silver,,F,690.00,Hougang Singapore,Ms,86209716
10620,Brandon Jong,Gold,,M,1330.00,Ang Mo Kio Singapore,Mr,92869950
10621,Sandra Tsui,Bronze,,F,175.30,Tao Payo Singapore,Ms,91449051
10622,Gloria Qu,Silver,,F,462.20,Bishan Singapore,Ms,89905554
10623, Soon,Silver,,F,294.00,Bradell Singapore,Ms,86374629
10624,Mary Chong,Bronze,,F,72.10,Chou Chu Kang Singapore,Ms,86999134
10625,Margaret Seet,Silver,,F,228.50,Khatib Singapore,Ms,89228943
10626,Fred Teng,Bronze,,M,22.80,Yishun Singapore,Mr,88767195
10627,Anita Jang,Gold,,F,590.90,Yishun East Singapore,Ms,86139936
10628,Ian Ou,Bronze,,M,45.00,Yishun South Singapore,Mr,89715939
10629,Phillip Lim,Silver,,M,432.20,Punol South Singapore,Mr,89032132
10630,Samantha Chen,Bronze,,F,275.50,Admiralty Singapore,Ms,87654382
10631,Craig Lau,Silver,,M,685.00,Woodlands Singapore  ,Mr,91024032
10632,Martin Leong,Bronze,,M,83.90,Yio Chu Kang Singapore,Mr,91335872
10633,Stewart Fok,Silver,,M,252.50,Sletar Singapore,Mr,89975287
10634,Francis Chui,Bronze,,M,213.50,Mandai Singapore,Mr,94004189
10635,Beryl Oo,Silver,,F,542.40,Bukhit Batock Singapore,Ms,93226266
10636,Michael Gao,Gold,,M,1059.20,Bukhit Gombak Singapore,Mr,90024499
10637,Gabrielle Teh,Silver,,F,273.10,Jurong East Singapore,Ms,92680861
10638,Kenneth Zhu,Bronze,,M,161.20,Jurong West Singapore,Mr,88369369
10639,Barry Deng,Bronze,,M,197.40,Boon Lay Singapore,Mr,90222688
10640,Tracy Gan,Bronze,,F,4.40,Lake Side Singapore,Ms,88043533
10641,Edmund Tsang,Gold,,M,1477.00,Chinese Garden Singapore,Mr,90471449
10642,Marion Gao,Gold,,F,1034.20,Bartley Singapore,Ms,90448331
10643,Bertie Kwan,Silver,,M,216.00,Bendemeer Singapore,Mr,87269644
10644,Ruth Cao,Bronze,,F,66.30,Newton Singapore,Ms,89246040
10645,Dylan Pong,Bronze,,M,119.90,Orchard Singapore,Mr,93467869
10646,Ivan Lau,Silver,,M,542.50,Scotts Road Singapore,Mr,88101530
10647,Katy Ying,Bronze,,F,231.90,Grange Road Singapore,Ms,86877186
10648,Bessie Kai,Gold,,F,717.40,Holland Singapore,Ms,86114043
10649,Marjorie Chong,Bronze,,F,245.70,Clementi Singapore,Ms,90325294
10650,Kieran Lew,Bronze,,M,269.60,Clementi South Singpaore,Mr,90075975
10651,Jill Chan,Gold,,F,654.20,Clementi North Singapore,Ms,93223581
10652,Siddh Goswami,Bronze,,M,282.90,Dover Singapore,Mr,87091232
10653,Winifred Tang,Silver,,F,416.50,Queensway Singapore,Ms,86426563
10654,Albert Teh,Silver,,M,486.80,Queenstown Singapore,Mr,86587961
10655,Amy Yi,Silver,,F,663.80,Commonwealth Singapore,Ms,89697213
10656,Ellen Phua,Bronze,,F,230.80,Bouna Vista Singapore,Ms,88289885
10657,Nidhi Gour,Silver,,F,233.10,South Buona Vista Singapore,Ms,88112764
10658,Douglas Pok,Bronze,,M,122.90,NUS Singapore,Mr,90861892
10659,Philip Lui,Bronze,,M,18.30,West Coast Singapore,Mr,88719894
10660,Glenn Tang,Bronze,,M,210.00,Teban Garden Singapore,Mr,87257664
10661,Andrew Kang,Silver,,M,375.80,Pasir Panjang Singapore,Mr,91830777
10662,Shane Heng,Silver,,M,258.20,Potong Pasir Singapore,Mr,92286912
10663,Patricia Tsang,Bronze,,F,76.50,Sennette Singapore,Ms,89817337
10664,Ivy Pan,Silver,,F,672.90,Thomson Singapore,Ms,89023603
10665,Jacqueline Low,Gold,,F,949.50,Upper Thomson Singapore,Ms,86161076
10666,Thomas Peng,Silver,,M,269.50,Farer Road Singapore,Mr,92087789
10667,Kelly Chang,Gold,,F,1298.50,Adam Road Singapore,Ms,92338971
10668,Cyril Yeoh,Gold,,M,768.60,Geylang Singapore,Mr,92924135
10669,Donna Gao,Bronze,,F,249.10,Eunos West Singapore,Ms,88182470
10670,Percival Xiao,Gold,,M,718.60,Paya Lebar Singapore,Mr,89097429
10671,Eleanor Quek,Bronze,,F,68.70,Kallang Singapore,Ms,91562728
10672,Ellen Kwa,Silver,,F,429.70,Victoria St Singapore,Ms,91447052
10673,Jennifer Dai,Gold,,F,1269.30,Market St Singapore,Ms,91093455
10674,Maria Ong,Gold,,F,881.30,Tanjong Pagar Singapore,Ms,88847499
10675,Anne Yeoh,Bronze,,F,60.20,Raffles Singapore,Ms,93498742
10676,Heather Lin,Silver,,F,523.20,Dhoby Ghaut Singapore,Ms,90108754
10677,Lisa Yue,Silver,,F,686.00,Somerset Singapore,Ms,88887820
10678,Arthur Chu,Silver,,M,684.90,Bedok Reservoir Singapore,Mr,87080234
10679,Benjamin Zhou,Bronze,,M,6.40,McRicthie Singapore,Mr,88740125
10680,Umar Ghazi,Bronze,,M,7.20,Keppel Singapore,Mr,88891314
10681,Edgar Lu,Bronze,,M,153.90,Marina Singapore,Mr,86568603
10682,Daphne Su,Silver,,F,436.40,East Coast Singapore,Ms,93298926
10683,Stuart Kwong,Silver,,M,275.90,Tanah Merah Singapore,Mr,89732161
10684,Norman Jing,Bronze,,M,26.20,One North Singapore,Mr,91319512
10685,Jacob Bao,Gold,,M,571.10,Woodleigh Singapore,Mr,86296160
10686,Wendy Liu,Silver,,F,336.60,Tampines Singapore,Ms,88413743
10687,Deborah Lian,Silver,,F,348.90,Simei Singapore,Ms,91576464
10688,Bernard Shum,Bronze,,M,197.40,Pasir Ris Singapore,Mr,86324109
10689,Rosie Sim,Bronze,,F,160.80,Loyang Singapore,Ms,87596084
10690,Elaine Tai,Silver,,F,322.30,Bedok Singapore,Ms,89043867
10691,Luke Chow,Silver,,M,441.70,Chai Chee Singapore,Mr,91425795
10692,Cheryl Zhu,Gold,,F,1385.30,Ubi Singapore,Ms,91550822
10693,Debra Ding,Silver,,F,368.10,Bedok South Singapore,Ms,91221875
10694,Lily Kang,Silver,,F,666.40,Bedok North Singapore,Ms,87727530
10695,Amy Pok,Gold,,F,877.20,Eunos Singapore,Ms,89219819
10696,Annie Mei,Silver,,F,481.20,Tampines West Singapore,Ms,87289374
10697,Bridget Kwee,Silver,,F,241.00,Tampines East Singapore,Ms,93425792
10698,Barbara Lim,Bronze,,F,156.90,Tampines Central Singapore,Ms,89170242
10699,Thelma Kung,Silver,,F,684.10,McPherson Singapore,Ms,86786426
10700,Billy Tse,Bronze,,M,17.80,Upper Serangoon Singapore,Mr,86817710
10701,Nora Siu,Bronze,,F,71.00,Serangoon North Singapore,Ms,92180406
10702,Luke Chia,Bronze,,M,152.30,Serangoon Singapore,Mr,88279882
10703,Colin Duan,Silver,,M,459.10,Pungol Singapore,Mr,93645190
10704,Helen Sha,Gold,,F,894.30,Hougang Singapore,Ms,86161094
10705,Paul Ren,Silver,,M,398.30,Ang Mo Kio Singapore,Mr,90353249
10706,Usman Hussain,Gold,,M,1321.10,Tao Payo Singapore,Mr,86139179
10707,Nathan Tang,Silver,,M,270.10,Bishan Singapore,Mr,93596587
10708,Cecil Ong,Gold,,M,1344.10,Bradell Singapore,Mr,90546527
10709,Ralph Kwon,Bronze,,M,77.80,Chou Chu Kang Singapore,Mr,88723411
10710,Harry Huang,Gold,,M,516.40,Khatib Singapore,Mr,89057456
10711,Allan Chong,Gold,,M,1039.10,Yishun Singapore,Mr,86390197
10712,Lawrence Phang,Silver,,M,525.90,Yishun East Singapore,Mr,88031981
